System,Type,Type_ref,Gaia_ID,ra,ra_error,dec,dec_error,parallax,parallax_error,distance_gspphot,distance_gspphot_upper,distance_gspphot_lower,pmra,pmra_error,pmdec,pmdec_error,pm,radial_velocity,radial_velocity_error
HD 213240,G0/1V,1978MSS...C02....0H,Gaia DR3 6517058790835773440,337.7505976,0.013644517,-49.43413069,0.01645279,24.42466879,0.020756882,40.8963,40.9309,40.8624,-135.9123062,0.016845256,-193.844181,0.019897863,236.744,-0.36914852,0.123482466
HD 214823,G0,1993yCat.3135....0C,Gaia DR3 1889143121789650176,340.0832194,0.017187387,31.78751574,0.023764944,9.879512134,0.030773778,99.4496,100.5092,94.0853,81.27681211,0.024196185,-18.07960606,0.032722887,83.26339,-44.1388,0.15668713
HD 217786,F8V,1999MSS...C05....0H,Gaia DR3 2650902026099857920,345.7837966,0.0911366,-0.430382999,0.07127645,18.19369557,0.106383786,55.7822,56.1558,55.4652,-88.68205795,0.10025106,-169.4895916,0.08652145,191.28835,10.0128145,0.1437263
HD 220842,F8,1993yCat.3135....0C,Gaia DR3 1997273733835247616,351.6533934,0.013532719,56.88716126,0.014349286,15.39849422,0.018254146,64.8329,64.9186,64.7529,-89.18171931,0.016901331,143.0733792,0.017088117,168.59232,-22.660078,0.1330972
HD 222582,G5V,1999MSS...C05....0H,Gaia DR3 2440578577126302336,355.4640585,0.021773372,-5.986253467,0.017591424,23.795509,0.023837755,41.9626,42.0033,41.9171,-145.4915603,0.028769132,-111.4584901,0.021433381,183.27791,12.04019,0.1267504
HD 233832,K2,1985ApJS...59..197B,Gaia DR3 790236569006916096,171.5195484,0.009402816,50.37632721,0.011279248,17.12576168,0.015783304,58.207,58.2847,58.0867,-473.8591625,0.010686164,124.3032592,0.01313154,489.89163,-65.37456,0.2846868
HD 23596,F8,1993yCat.3135....0C,Gaia DR3 224870885460646016,57.00186972,0.025615543,40.53073384,0.01811703,19.32469307,0.030648055,51.6625,51.7624,51.5668,52.74173148,0.038585905,21.74006677,0.0261072,57.046654,-10.179395,0.12587237
HD 25171,F8V,1975MSS...C01....0H,Gaia DR3 4670023700215616768,58.95752573,0.016465006,-65.18631252,0.015990397,17.92795587,0.016269086,55.7853,55.9022,55.7197,144.0198095,0.022012625,81.55023835,0.020214725,165.50574,43.68032,0.13179345
HD 2638,K1V,1999MSS...C05....0H,Gaia DR3 2526925389919277056,7.498988813,0.023218002,-5.76499092,0.015840404,18.28745112,0.024469318,54.6767,55.1932,54.5596,-107.1395625,0.034511343,-223.1979984,0.022123886,247.58076,9.803659,0.18140289
HD 26965,K0V,1989ApJS...71..245K,Gaia DR3 3195919528989223040,63.80795301,0.09761786,-7.668077815,0.06970807,199.6080124,0.12083028,--,--,--,-2240.084984,0.13507964,-3421.80862,0.09439368,4089.8354,-42.46972,0.11956516
HD 27442,K2III,2006AJ....132..161G,Gaia DR3 4678664766393829504,64.1205346,0.08157478,-59.30290022,0.098068416,54.2286306,0.1018749,--,--,--,-47.78530523,0.10137576,-167.8057365,0.14726165,174.47693,28.96301,0.12235008
HD 28254,G5V,1978MSS...C02....0H,Gaia DR3 4781553628548774656,66.21079948,0.022410272,-50.62282803,0.023903627,18.1241611,0.02470812,55.1009,55.2456,54.8825,-67.27743212,0.027998008,-143.679801,0.03515697,158.651,-9.424022,0.12203058
HD 30856,K0III,1988MSS...C04....0H,Gaia DR3 4893980371818915456,72.57451278,0.009771409,-24.36893088,0.013614565,7.596489163,0.017850986,128.5245,129.8985,125.2091,18.46912843,0.013848557,-19.83687194,0.017377878,27.103693,35.514996,0.12151834
HD 33283,G3/5V,1982MSS...C03....0H,Gaia DR3 2955981936912654592,77.00449762,0.012185984,-26.79767524,0.014667694,11.15955292,0.018180376,89.3807,89.5333,89.2303,56.16662157,0.016493944,-46.04771596,0.019018898,72.62975,4.8738537,0.11940892
HD 38529,G8III/IV,1999MSS...C05....0H,Gaia DR3 3219847066672970368,86.64512553,0.034145754,1.167566977,0.033877816,23.5713719,0.042150404,--,--,--,-77.80648863,0.040960666,-141.3628765,0.038225744,161.36081,30.187641,0.11798345
HD 40979,F8,1993yCat.3135....0C,Gaia DR3 961428192989499904,91.12535302,0.017914612,44.25976431,0.016612133,29.42991632,0.021254102,33.9367,33.9615,33.9118,95.06577761,0.02118931,-152.6513897,0.017171249,179.83311,32.560566,0.12501417
HD 41004,K1IV,2006A&A...460..695T,Gaia DR3 4794830231453653888,89.95658599,0.0917022,-48.23940084,0.11235485,25.61059246,0.10427584,--,--,--,-43.41786597,0.11457672,65.33320013,0.122742616,78.44449,42.363117,0.13787788
HD 4113,G5V,1982MSS...C03....0H,Gaia DR3 5000774703569900800,10.80276026,0.015608572,-37.98314066,0.01580268,23.82560905,0.02398091,41.8129,41.9176,41.451,49.41244432,0.015568614,-114.290348,0.023821704,124.51455,5.051237,0.12062019
HD 43691,G0IV,2007A&A...473..323D,Gaia DR3 959971546241608576,94.89461658,0.02774692,41.09206995,0.024975888,11.67259253,0.034560822,83.9385,84.8741,81.7994,22.6842675,0.031852696,-53.13967559,0.025417674,57.7789,-29.033539,0.12651964
HD 46375,G9V,2018MNRAS.481.3244G,Gaia DR3 3131777319158581376,98.30309187,0.019260634,5.462493694,0.01810558,33.87975607,0.02242616,29.5226,29.8717,29.4779,111.6239899,0.025227848,-96.95211135,0.02050293,147.85002,-1.0920392,0.1329027
HD 4732,K0III,1988MSS...C04....0H,Gaia DR3 2345744256120965504,12.30852121,0.034837753,-24.13691582,0.022230627,18.14409285,0.04217959,54.9345,55.0553,54.8067,81.16500724,0.05088934,-56.64207135,0.044998083,98.97516,24.806753,0.12148604
HD 59686,K2III,1935ApJ....81..187A,Gaia DR3 3169225963647395712,112.9518686,0.07328671,17.08570908,0.05585842,11.32976857,0.07642153,--,--,--,39.38479275,0.09695596,-75.75219644,0.07208037,85.37891,-33.35086,0.14744395
HD 65216,G5V,1975MSS...C01....0H,Gaia DR3 5287961677550103424,118.4209259,0.020161767,-63.64666883,0.017666917,28.44189194,0.018097308,34.9943,35.1157,34.8862,-123.7403094,0.028725464,146.6019867,0.022635803,191.84319,42.581425,0.122202866
HD 7449,F9.5V,2006AJ....132..161G,Gaia DR3 2482820714353923072,18.62144205,0.02327625,-5.047990245,0.021193502,25.91321537,0.028655913,38.5116,38.5569,38.464,-164.5444747,0.03857158,-134.3819642,0.028442046,212.44621,-19.599012,0.1285431
HD 75289,F9VFe+0.3,2006AJ....132..161G,Gaia DR3 5524982093479504384,131.9181677,0.012511311,-41.73780643,0.015600181,34.4544907,0.016486546,29.0068,29.0418,28.9138,-20.37629792,0.01724401,-227.9871488,0.019463867,228.8959,9.307374,0.12986632
HD 79498,G5,1993yCat.3135....0C,Gaia DR3 686996756484129664,138.7885602,0.02452703,23.37485762,0.01980528,20.56581282,0.030126292,48.4673,48.551,48.3515,-127.0134743,0.03031277,-155.7027859,0.026502864,200.93726,19.94139,0.13895267
HD 80606,G8V,2018MNRAS.481.3244G,Gaia DR3 1019003226022657920,140.6569623,0.012740567,50.60377795,0.011434339,15.14390291,0.016966274,65.8727,65.9598,65.7893,56.02246625,0.015299719,10.33050796,0.014519787,56.966972,3.7869616,0.16283408
HD 8535,G0V,1978MSS...C02....0H,Gaia DR3 4984244302162168704,20.90549113,0.010032299,-41.27011043,0.012450327,18.06572711,0.018059837,55.3108,55.369,55.2465,57.79501122,0.01214985,-69.87862463,0.015958067,90.682335,2.5079744,0.11948716
HD 86081,G1V,1999MSS...C05....0H,Gaia DR3 3823126385045210880,149.0243621,0.015918935,-3.808351951,0.015586728,9.678276495,0.01963038,103.0123,103.3053,102.7671,-66.93909987,0.018717127,16.17798973,0.01800617,68.866325,30.796553,0.19302088
HD 8673,F7V,1990ApJ...351..467B,Gaia DR3 317350357498173312,21.53788529,0.028395882,34.57932714,0.019562976,26.20363201,0.037020244,38.1044,38.1586,38.0486,236.271165,0.030341545,-84.63157204,0.021936355,250.97125,19.083519,0.14403705
HD 87646,G2V,2018MNRAS.481.3244G,Gaia DR3 623313901995781632,151.6695321,0.48966745,17.89497449,0.5415565,10.81793376,0.6199829,123.5267,124.0724,123.3268,-73.32804584,0.6249523,-23.15086835,0.5779194,76.895805,20.541641,0.38738567
HD 89744,F7V,,Gaia DR3 804739952015901056,155.543297,0.032705292,41.22891638,0.03467175,25.93336354,0.04362463,38.4778,38.5568,38.3739,-120.2846307,0.041562602,-138.171299,0.04989711,183.19307,-5.379384,0.12376274
HD 93963,G5,1993yCat.3135....0C,Gaia DR3 729899906357408768,162.7766826,0.013391248,25.64106186,0.013235514,12.15060187,0.01712876,82.0514,82.4372,81.9002,-92.83332777,0.01424374,-22.91109359,0.013768729,95.61875,13.366902,0.16156483
HD 96167,G3V,1999MSS...C05....0H,Gaia DR3 3758718711877270784,166.3125585,0.02533411,-10.29134622,0.018548952,11.72787138,0.026617406,85.0627,85.2457,84.8771,-50.53242307,0.031484935,-9.196777762,0.022461768,51.3625,12.06678,0.14064156
HD 98736,K0,1985ApJS...59..197B,Gaia DR3 3977050728669174912,170.4548823,0.02438665,18.18959542,0.022062158,30.94723293,0.03147176,32.2764,32.309,32.2384,-151.9452052,0.029788354,-92.3855032,0.023785695,177.82695,-3.4230802,0.13132785
HD 99492,K3,1985ApJS...59..197B,Gaia DR3 3812355294262255104,171.6895858,0.024027161,3.007159335,0.022858704,55.06176661,0.030359352,--,--,--,-728.1307285,0.033715114,188.5540155,0.027381204,752.14825,3.6292856,0.1298031
HIP 109600,G5,,Gaia DR3 1894962115280642688,333.0271122,0.01217188,29.06622096,0.011761731,15.07023301,0.016051622,66.0553,66.1358,65.9807,208.7788246,0.01887634,92.14251185,0.014685454,228.20789,-70.17225,0.18635994
HIP 116454,K0,,Gaia DR3 2645940376800212096,353.9543193,0.016962092,0.444678211,0.015082418,15.96959772,0.024424372,62.6492,63.0459,62.4463,-232.9004182,0.018677566,-187.687966,0.017076096,299.11432,-3.194702,0.19605897
HIP 65,K4V,2020A&A...639A..76N,Gaia DR3 4923860051276772608,0.185557465,0.006445344,-54.83083282,0.006732112,16.1641445,0.00932246,61.8702,61.936,61.4651,-202.7111034,0.008062241,-71.61254357,0.008971466,214.98871,21.18429,0.20528927
HIP 70849,K7Vk,2006AJ....132..161G,Gaia DR3 6099000589942631424,217.3270673,0.010241826,-46.46471195,0.013584425,41.46178336,0.017520834,24.1463,25.6063,24.0372,-44.05102035,0.016871551,-201.5774058,0.020301444,206.33453,-0.10510431,0.16218662
HIP 75056,A2V,1982MSS...C03....0H,Gaia DR3 6206053714943873408,230.0556817,0.035134275,-34.9255522,0.025382487,8.202768677,0.040113952,--,--,--,-22.63108413,0.04432529,-25.86057335,0.03261782,34.36474,--,--
HIP 79098,B9V,1988MSS...C04....0H,Gaia DR3 6242058872466158848,242.1821189,0.17436348,-23.68552801,0.11843499,6.476159567,0.18394712,158.0536,162.1392,153.8505,-10.08667429,0.22412714,-26.08500808,0.17874315,27.967278,--,--
HIP 8541,K2III/IV,1975MSS...C01....0H,Gaia DR3 4912062772547406976,27.52722273,0.013027287,-54.46516976,0.012710262,6.496371918,0.01564975,--,--,--,110.6166704,0.015191943,-46.79799688,0.01503429,120.1087,6.9171057,0.117557175
HIP 94235,G1V,2006A&A...460..695T,Gaia DR3 6632318361397624960,287.7411474,0.012169516,-60.2726498,0.014640467,17.08068748,0.02084719,58.389,58.4667,58.3144,11.63246414,0.018302644,-100.8355977,0.018081304,101.50434,9.470981,0.24549311
HR 5183,G0V,2003AJ....126.2048G,Gaia DR3 3721126409323324416,206.7357279,0.020500887,6.349884091,0.016321117,31.78064851,0.025737368,31.4918,31.5651,31.4456,-510.4673276,0.026982678,-110.2120675,0.019599138,522.22943,-30.549679,0.12793541
HR 858,F6V,2006AJ....132..161G,Gaia DR3 5064574724769475968,42.98499789,0.014782763,-30.81404622,0.022778971,31.54176892,0.035200343,31.6835,31.7233,31.6456,123.4353217,0.024857366,105.9956323,0.03730978,162.7002,9.765037,0.1199631
HU Aqr,D+M4V,2015MNRAS.448.1118G,Gaia DR3 6911950900211768704,316.9921886,0.03912281,-5.294878161,0.032066286,5.235383352,0.04574113,--,--,--,-64.57910535,0.04568475,-62.73169742,0.036917057,90.03181,--,--
HW Vir,sdB2VIIHe3,2013A&A...551A..31D,Gaia DR3 3675067076961979264,191.0843681,0.054519493,-8.671416492,0.026605517,5.772830662,0.059018712,--,--,--,9.008625314,0.09048828,-15.82943606,0.056030918,18.213358,--,--
K2-122,M0V,2017ApJ...836..167D,Gaia DR3 663843343706623232,126.4762146,0.014178279,20.35933104,0.00979895,13.82952427,0.015077018,--,--,--,-22.12165317,0.015259973,-53.35530308,0.011049132,57.759464,-15.132265,0.47580627
K2-136,K5.5V,2018AJ....155....4M,Gaia DR3 145916050683920128,67.41287399,0.016438758,22.88256246,0.008718003,16.98181159,0.018911948,59.3272,59.391,59.2149,82.77793358,0.020850172,-35.54097842,0.014976908,90.08522,39.722755,0.37491146
K2-148,K7V,2019AJ....158...87D,Gaia DR3 2536443724641751808,14.51764404,0.014025956,-0.193261296,0.00984096,8.034533586,0.016254852,124.1249,126.2407,123.7027,-38.7916353,0.022307178,-23.68875449,0.018545354,45.4527,1.3418597,1.2692814
K2-151,M1.5V,2018AJ....155..127H,Gaia DR3 2579620343673729408,19.30478112,0.013320196,9.501262291,0.009979212,14.42458261,0.015469381,--,--,--,55.48920968,0.021059334,-28.9422484,0.013293064,62.58359,-49.456123,1.6545866
K2-22,K7V,2017ApJ...836..167D,Gaia DR3 3811002791880297600,169.4827008,0.02799968,2.619035694,0.021308722,4.140556401,0.02950662,--,--,--,-27.26028884,0.032254037,-4.679085557,0.023062095,27.658943,--,--
K2-265,?+M4-7,2018AJ....156..182L,Gaia DR3 2597119620985658496,342.0316537,0.015085243,-14.49478219,0.012183366,7.15495732,0.01606934,138.9779,139.3013,138.6807,30.13812205,0.019944713,-23.35910639,0.015844518,38.130753,-17.427114,0.6151067
K2-266,K5V,2019AJ....158...87D,Gaia DR3 3855246074629979264,157.9356935,0.014296811,0.937268667,0.014674696,12.87028355,0.016491577,77.895,78.0282,77.7819,57.01928283,0.016778033,-68.87106137,0.015353483,89.41153,10.831064,0.44226086
K2-27,,,Gaia DR3 3798552815560689792,171.5151879,0.012062331,1.230620031,0.012565391,4.021887418,0.01598977,--,--,--,3.366977602,0.016237568,-26.80453282,0.013829371,27.015171,-38.968273,1.0522408
K2-288,M2V,2019AJ....158...87D,,,,,,,,,,,,,,,,,
K2-29,K2V,2019AJ....158...87D,Gaia DR3 150054788545735424,62.67042447,0.016690085,24.4016528,0.009686414,5.643499489,0.018928163,173.6632,176.852,172.5823,16.34951382,0.023365306,-22.06331544,0.016495777,27.460817,32.76917,0.47906342
K2-290,,,Gaia DR3 6253844468883543680,234.8578886,0.020721555,-20.19889989,0.014051214,3.712570297,0.020816188,266.557,267.7481,265.2963,27.04349205,0.026867365,-16.82004997,0.01764968,31.84752,19.290207,0.33001363
K2-31,G7V,2016AJ....152..132G,Gaia DR3 6050191241556876672,245.4405469,0.015001237,-23.54828644,0.008946324,9.07601757,0.016714944,109.1978,109.4859,108.4253,-40.23732319,0.019292489,-96.47381853,0.0138782,104.528656,-4.537106,0.26155254
K2-32,,,Gaia DR3 4130539180358512768,252.4260055,0.014278245,-19.54305789,0.006870641,6.393921855,0.015321931,156.018,156.4253,155.5939,-16.66196862,0.018002376,-53.56380141,0.012714641,56.095474,-2.0157804,0.54055315
KELT-15,,,Gaia DR3 5489780919480009472,117.4149754,0.00964373,-52.12044735,0.009304744,3.158947133,0.009998723,314.8128,315.7816,313.8671,-4.401270989,0.013022099,-2.19775165,0.012001749,4.9194818,12.205707,0.41209
KELT-16,F7V,2017AJ....153...97O,Gaia DR3 1864885215233116032,314.2685236,0.007898421,31.66101886,0.009713895,2.247154456,0.013332167,447.4885,489.7386,438.054,5.629043535,0.010607106,2.28151062,0.013002519,6.073831,-29.781105,0.55195475
KELT-18,F5,,Gaia DR3 1612165353793791488,216.5238196,0.010957849,59.44427437,0.011293005,3.160701279,0.011780496,309.9514,313.6901,306.1392,-19.2700734,0.014670738,6.12416889,0.014471649,20.219822,-10.648966,0.44457114
KELT-19,A8V+G9V/K1V,2018AJ....155...35S,Gaia DR3 3142847477107193344,111.509529,0.017696513,7.615775609,0.016386824,3.395962837,0.020301534,289.0005,291.7046,285.6869,-2.998324194,0.021475583,-1.427125414,0.019092342,3.3206377,-7.0949388,2.1571434
KELT-2,F7V,,Gaia DR3 3438059369839738624,92.66402529,0.018549692,30.95713304,0.015097978,7.432694405,0.021666136,133.7117,134.0912,133.3127,16.72630682,0.023073964,-2.154784771,0.016901726,16.864532,-47.380737,0.1850793
KELT-23,K,,Gaia DR3 1644692064543192704,232.1466409,0.011865644,66.35870798,0.011366067,7.871302223,0.012976425,126.6065,126.8195,126.3927,0.638953612,0.01462287,-12.16881976,0.016368972,12.185583,-14.989983,0.30177101
KELT-3,F2,,Gaia DR3 806492023789218688,148.6431142,0.018834064,40.3879413,0.017511128,4.785969353,0.027193952,206.1377,207.2364,205.0869,-28.21695788,0.019581867,-24.068224,0.022221345,37.08741,28.19507,0.25267747
KELT-4,F8,,,,,,,,,,,,,,,,,,
KELT-9,A0,1993yCat.3135....0C,Gaia DR3 2064327278651198336,307.8599028,0.01920192,39.938919,0.020882355,4.825836101,0.024752686,211.0618,213.3349,209.2633,16.71657805,0.025312958,20.96090596,0.025505612,26.810513,-20.228071,0.49226907
KIC 5095269,F5V,2016A&A...594A..39F,Gaia DR3 2101127864119148160,290.5519541,0.009428723,40.23504472,0.009456256,0.841481522,0.010555738,1142.9401,1156.9084,1129.7009,2.400461181,0.012878411,1.448994907,0.011605344,2.8038902,15.372425,5.5337925
KIC 5951458,F5V,2016A&A...594A..39F,Gaia DR3 2102202464934586752,288.9916232,0.010849256,41.22306939,0.012390709,1.39603461,0.013105379,714.9767,723.3553,708.1846,7.359735922,0.015053569,8.450648558,0.016679404,11.206211,-25.033464,1.3085324
KMT-2021-BLG-0322L,,,,,,,,,,,,,,,,,,,
KOI-1257,G5V,2014A&A...571A..37S,Gaia DR3 2126633166627436928,291.2250867,0.1897795,44.92728927,0.20515904,0.438738221,0.2138494,1104.4271,1141.288,771.5844,-10.35752049,0.25008318,-17.66521122,0.2658866,20.477741,16.725155,15.783244
KOI-13,A0,,,,,,,,,,,,,,,,,,
KOI-94,,,Gaia DR3 2076970047474270208,297.333072,0.007135604,41.89111872,0.008199404,2.106923778,0.008604879,469.8221,471.6986,467.9638,2.063255527,0.009803077,1.336795344,0.010507379,2.458464,-18.910536,1.181806
Kepler-1008,K2,2016A&A...594A..39F,Gaia DR3 2079733154550359424,296.5476423,0.008791985,44.94182814,0.011258564,3.523746389,0.010498893,281.057,281.9541,280.2564,14.51525642,0.011455517,-18.0529587,0.013345313,23.16467,10.963716,2.2743762
Kepler-1027,G5V,2016A&A...594A..39F,Gaia DR3 2102600488143944192,287.5711749,0.021757554,42.81381263,0.025070524,2.470072359,0.025322473,370.2833,375.0823,365.7754,1.129492399,0.028979855,-22.96997478,0.033253275,22.997728,-4.4880915,1.2380781
Kepler-104,G0V,2016A&A...594A..39F,Gaia DR3 2102454253097554304,287.6046629,0.008588992,42.16650304,0.009447732,2.473123129,0.009673009,401.6881,404.1995,399.8587,4.316820636,0.009752302,-52.76709471,0.010842918,52.94338,4.8344817,1.5485387
Kepler-1063,,,,,,,,,,,,,,,,,,,
Kepler-108,,,Gaia DR3 2080062630080517376,294.5593507,0.01566892,46.06225062,0.019397229,0.991599384,0.017010259,--,--,--,-1.402545575,0.021357952,-0.398982038,0.023339903,1.4581909,-14.172141,3.585873
Kepler-1086,,,Gaia DR3 2080018374737161984,295.2511877,0.022842593,45.84295317,0.022746086,2.128905095,0.024789654,468.0738,476.409,461.5139,3.603902262,0.029513298,-3.453226875,0.027574962,4.991281,--,--
Kepler-1130,K0V,2016A&A...594A..39F,Gaia DR3 2106406069684947840,285.2074202,0.01004755,45.3843329,0.010537814,3.948765977,0.011561802,252.8911,254.4399,252.0304,-4.599439098,0.013432056,-0.41866858,0.013424148,4.6184545,7.289843,0.6614488
Kepler-1150,,,Gaia DR3 2086853351332014976,296.7244541,0.012959892,49.53268462,0.014648495,2.777530882,0.01536752,348.886,352.9184,335.3364,-5.557735865,0.017469201,-0.129161543,0.01857436,5.5592365,-11.911647,3.6985326
Kepler-130,G1V,2016A&A...594A..39F,Gaia DR3 2101305259145506816,288.4505882,0.007336473,40.24519656,0.008241982,3.155033576,0.008839006,312.0475,312.8364,311.1491,-13.02010039,0.009843075,-28.40205077,0.010000367,31.244192,20.258465,0.82896215
Kepler-1319,M2V,2014ApJS..213....5M,Gaia DR3 2129942765344872320,290.9564576,0.014375545,49.36681057,0.016187713,9.600702415,0.014490286,104.1562,104.3765,103.9405,53.15538411,0.020037467,124.2331707,0.021686295,135.12726,-59.750824,2.3377113
Kepler-132,,,Gaia DR3 2104466256290759936,283.2355591,0.041908585,41.3430514,0.044570502,2.628090463,0.048119653,--,--,--,-21.10023057,0.054977313,-0.780594498,0.061084773,21.114664,-28.043217,1.0561604
Kepler-1341,,,Gaia DR3 2117344732912435968,280.51168,0.016430875,44.15934994,0.016929349,2.078811781,0.018015953,466.5804,471.7199,456.4029,-6.876012319,0.024310624,-2.73636488,0.021590307,7.400489,-4.221826,6.069637
Kepler-136,F5V,2016A&A...594A..39F,Gaia DR3 2077203178296653056,296.4673035,0.009453454,42.59879873,0.010058089,2.308283511,0.011118039,423.4721,425.7947,417.3395,-1.982919909,0.012314742,2.685785755,0.013677271,3.3384752,-39.316936,0.6701072
Kepler-14,,,,,,,,,,,,,,,,,,,
Kepler-1480,,,Gaia DR3 2129758940745727488,291.9998063,0.013637866,49.30183212,0.013972572,1.994428053,0.015100202,484.965,488.2533,481.987,3.499272145,0.019189542,-0.019912442,0.017972816,3.4993289,2.714928,7.9213333
Kepler-1540,,,Gaia DR3 2104452752917443584,283.3445568,0.010448478,41.2017538,0.011994758,4.087412139,0.012188202,241.0268,241.6349,240.3171,7.11980693,0.013748906,-4.01020848,0.014903203,8.1715,-29.775137,2.9825547
Kepler-16,K7V,2016A&A...594A..39F,Gaia DR3 2133476355197071616,289.0758338,0.028038839,51.75722214,0.025980141,13.28058828,0.028396517,75.4007,75.9722,73.0067,14.09244988,0.03655428,-48.93943561,0.03275287,50.928043,-32.609608,2.2249663
Kepler-1647,,,Gaia DR3 2073793420945053824,298.1500561,0.009507989,40.65617407,0.010565878,0.823525771,0.011612889,--,--,--,-4.927704419,0.012823094,-7.255467806,0.014615413,8.7706375,6.768849,6.198465
Kepler-1651,M2V,2014ApJS..213....5M,Gaia DR3 2131725447350716032,283.628258,0.008669476,48.39080136,0.008896092,15.08515996,0.009295918,66.49,66.5383,66.443,-10.89581103,0.010823945,-48.67251831,0.011088686,49.87718,5.8689437,1.5891885
Kepler-1661,,,Gaia DR3 2104078025612319360,285.1670913,0.011631637,41.96693462,0.012446449,2.444330628,0.013407088,388.3891,391.0242,385.3414,-7.984141639,0.015733222,-26.49645326,0.015884068,27.673246,8.89979,4.235805
Kepler-167,,,Gaia DR3 2051933102555095936,292.658528,0.01038183,38.3455608,0.012430731,2.915672155,0.013076383,333.8847,335.8389,328.5848,15.09673305,0.013984593,36.35248107,0.015008528,39.3626,-26.789423,2.2085407
Kepler-197,F5,2016A&A...594A..39F,Gaia DR3 2135179533070399232,295.2264758,0.009434513,50.55924206,0.009910756,2.923413289,0.010290783,334.9069,336.1873,333.5706,8.525548746,0.013129326,52.99713158,0.013650489,53.678497,3.6334112,0.6014025
Kepler-20,G5V,2016A&A...594A..39F,Gaia DR3 2102548708017562112,287.6979907,0.007947536,42.33857436,0.009431212,3.493609336,0.009452877,283.9439,284.8321,283.1545,-3.868711807,0.010679554,-27.10491478,0.01139181,27.379616,-21.978867,0.9170143
Kepler-21,F6IV,2013MNRAS.434.1422M,Gaia DR3 2099606483621385216,287.3619723,0.014172006,38.7141423,0.015472522,9.21811431,0.01726815,108.5631,109.0251,108.1083,28.0928438,0.018182125,28.54645288,0.019616915,40.051315,-19.186785,0.14154322
Kepler-25,,,Gaia DR3 2100451630105041152,286.6383905,0.010061636,39.48790458,0.010242429,4.145587013,0.011259291,240.3203,240.9633,239.7113,-0.303232656,0.013779734,6.109194306,0.013173732,6.1167154,-8.1976595,0.30858505
Kepler-296,M2V,2012ApJ...750L..37M,Gaia DR3 2132069633148965888,286.5400286,0.5093756,49.43725968,0.55798554,4.553783146,0.5562098,--,--,--,2.635175611,0.6817407,-16.37503285,0.8385252,16.585712,--,--
Kepler-333,,,Gaia DR3 2053581167404822272,292.2861214,0.01452709,40.91354123,0.014829898,3.058502791,0.016107412,317.587,319.5814,316.0066,7.304913695,0.018958274,-11.96556717,0.018274952,14.01915,-8.254435,3.7752616
Kepler-34,,,Gaia DR3 2079692678777827712,296.4358015,0.015897043,44.64153624,0.0167954,0.552911336,0.018429872,1523.5872,1571.185,1468.894,-3.42434626,0.019385545,-5.032907208,0.020280318,6.087389,--,--
Kepler-35,,,Gaia DR3 2128155371757730816,294.4969545,0.022448258,46.68967217,0.026156968,0.524774087,0.02604244,1423.8081,1450.5251,1399.2996,-2.280002989,0.02954727,-8.304980306,0.033085577,8.612266,--,--
Kepler-353,M1V,2014ApJS..213....5M,Gaia DR3 2076953069455745920,296.8565582,0.024332426,41.75807174,0.025884377,2.576091278,0.028617762,411.2573,415.5945,407.1503,-7.523101151,0.034724772,-22.62444662,0.033880614,23.842455,--,--
