System,Type,Type_ref,Gaia_ID,ra,ra_error,dec,dec_error,parallax,parallax_error,distance_gspphot,distance_gspphot_upper,distance_gspphot_lower,pmra,pmra_error,pmdec,pmdec_error,pm,radial_velocity,radial_velocity_error
Kepler-38,,,Gaia DR3 2105448841733970432,286.8303112,0.010751352,42.27914159,0.010405492,0.854567682,0.011922775,1234.9924,1300.1199,1189.0891,-4.575425301,0.014143358,-13.21884576,0.013738314,13.988296,14.376464,3.24477
Kepler-390,G5,2016A&A...594A..39F,Gaia DR3 2101638759069485568,291.6288098,0.011375567,41.20884226,0.01186716,2.311365682,0.013407764,413.1731,415.2659,411.371,6.585857533,0.015325919,51.84740861,0.01462961,52.264015,-51.81056,2.8128016
Kepler-410,F6IV,2013MNRAS.434.1422M,Gaia DR3 2106904148451706752,283.151057,0.009506264,45.14009233,0.010904664,6.793299198,0.010895859,146.8527,147.1156,146.5977,61.6829682,0.012593948,61.67297696,0.01363377,87.22582,--,--
Kepler-411,K3V,2016A&A...594A..39F,Gaia DR3 2132768956905956352,287.6057057,0.007351105,49.52339815,0.007849708,6.531261116,0.00796181,152.7086,153.0128,151.3837,13.61072962,0.009489833,32.54333915,0.009678574,35.274933,-20.404621,0.76887596
Kepler-413,,,Gaia DR3 2133352385261516928,288.5106677,0.021576675,51.16242084,0.024580397,1.194844599,0.024050998,825.6749,841.2168,811.5149,-1.020204849,0.029386083,-19.00383609,0.034251988,19.0312,--,--
Kepler-432,,,Gaia DR3 2128901871432519936,293.2822354,0.008465137,48.28591862,0.009299273,1.171161424,0.009741443,--,--,--,4.66696144,0.012303009,9.963463009,0.011490563,11.002323,-35.682453,0.6018416
Kepler-444,K0V,1962ApJ...136..793W,Gaia DR3 2101486923385239808,289.7528499,0.011013778,41.63179615,0.01215113,27.35780678,0.012462973,--,--,--,94.63943807,0.013257603,-632.2685925,0.014062062,639.31226,-120.78367,0.25531188
Kepler-453,G5,2016A&A...594A..39F,Gaia DR3 2107434834610481920,283.2413337,0.010105391,46.37846855,0.009829387,2.251628436,0.010601091,445.4801,508.7544,434.6268,7.308712383,0.012536855,-4.159487947,0.01197343,8.409436,-2.9769905,3.1084614
Kepler-454,,,Gaia DR3 2099541715513813504,287.4786513,0.009350888,38.22908179,0.010452882,4.280171432,0.011241702,230.3047,230.9629,229.6756,21.91752054,0.012206621,48.25278931,0.013589491,52.997257,-71.5068,0.35646915
Kepler-47,,,Gaia DR3 2080506523540902912,295.2978877,0.019544827,46.92042887,0.019703101,0.954033546,0.020761576,961.4878,983.3659,941.4589,-3.383001116,0.026739173,-10.2120519,0.024054287,10.75782,--,--
Kepler-477,,,,,,,,,,,,,,,,,,,
Kepler-504,M2V,2014ApJS..213....5M,Gaia DR3 2107186134525176960,284.9219646,0.014660934,45.97232489,0.015167444,10.0631662,0.016336018,99.0967,99.2615,98.9372,19.20752071,0.019232418,-11.66151856,0.018224156,22.470423,-31.625732,3.029079
Kepler-514,F8V,2016A&A...594A..39F,Gaia DR3 2133611659549905024,286.2471737,0.016205542,50.24236821,0.016509844,2.160753579,0.017156057,459.5389,465.7725,455.3883,-1.395720424,0.022905834,-8.260242291,0.021588422,8.377329,-12.082096,0.857221
Kepler-515,,,,,,,,,,,,,,,,,,,
Kepler-517,G6V,2016A&A...594A..39F,Gaia DR3 2077409645964537472,293.6755197,0.006937662,41.29520167,0.009175933,3.419724839,0.00901145,286.9458,287.9002,285.8548,31.77323452,0.009791506,-31.61138807,0.01221829,44.819843,-74.122086,0.9632708
Kepler-519,,,Gaia DR3 2075161655782111872,299.319674,0.007405153,41.38474721,0.008545708,4.057920233,0.009213146,245.1016,245.6566,244.5375,17.35743525,0.009935533,18.73230795,0.010085202,25.537813,-22.382618,1.2362435
Kepler-530,G5,2016A&A...594A..39F,Gaia DR3 2131736137528127744,283.3402956,0.008984494,48.5490629,0.010184102,2.149744494,0.009962956,456.0448,483.3966,452.243,4.09269529,0.011061014,6.577400075,0.01327927,7.7467637,7.569341,2.3438802
Kepler-538,G5V,2016A&A...594A..39F,Gaia DR3 2087171453788422528,297.4865397,0.011297687,49.62339633,0.011977624,6.426020201,0.012372064,154.5773,155.6693,154.1985,-49.2765398,0.015479261,-8.240212221,0.013685,49.96077,-37.99583,0.3971873
Kepler-560,M3V,2012ApJ...750L..37M,Gaia DR3 2082162147537254400,300.2066607,0.015577665,45.01824287,0.016173258,9.138659772,0.017317733,109.1145,109.3295,108.8824,84.70831575,0.0202019,18.85449953,0.019306445,86.78128,-94.30428,3.7398846
Kepler-636,,,,,,,,,,,,,,,,,,,
Kepler-68,G1V,2018MNRAS.481.3244G,Gaia DR3 2129550445852902656,291.0323087,0.008643371,49.04021141,0.010564785,6.929799952,0.009993962,143.9776,145.1819,143.6994,-7.3045724,0.01152592,-10.45449403,0.012956848,12.753557,-20.49946,0.22569397
Kepler-693,,,Gaia DR3 2103572731299093376,283.2535262,0.030646216,40.35821514,0.03395059,0.860426367,0.036811695,983.3378,996.1957,969.6062,-4.620209125,0.04299496,-2.848719957,0.04688164,5.4278483,--,--
Kepler-743,K0V,2016A&A...594A..39F,Gaia DR3 2077994272606400512,295.5742316,0.007986345,42.80642512,0.007706275,3.560965469,0.008993224,278.8027,279.7495,276.4165,8.686554524,0.010615223,-2.488787764,0.009830397,9.036056,-4.663391,1.3602579
Kepler-755,K2V,2016A&A...594A..39F,Gaia DR3 2076782889978499840,296.860932,0.010021177,41.09731523,0.012149446,2.46549552,0.012447392,387.7274,392.1126,356.0549,-15.44928792,0.013515897,-18.68387796,0.016409762,24.243923,-43.751476,3.9740705
Kepler-779,M2V,2012ApJ...750L..37M,Gaia DR3 2105915343901864832,285.6285199,0.02117735,44.31078207,0.022900391,3.513116672,0.023161191,289.4855,300.1415,282.3836,-4.622821061,0.0273321,-24.46691279,0.029229797,24.899805,--,--
Kepler-78,K2,2016A&A...594A..39F,Gaia DR3 2078373642776670080,293.7419617,0.008416018,44.44824979,0.011083125,8.00845831,0.01035037,124.0222,124.2108,123.8363,38.19545222,0.010962581,-16.30943774,0.0134314,41.5318,--,--
Kepler-795,,,Gaia DR3 2052653729346427136,291.0189945,0.008268038,38.54557425,0.010044249,2.02275323,0.010845871,474.9763,480.6952,470.8259,-3.050092454,0.010751966,10.23260673,0.01205292,10.677514,-35.495464,2.5236719
Kepler-83,M0V,2012ApJ...750L..37M,Gaia DR3 2105261134483173632,282.23252,0.022580039,43.66556429,0.024838066,2.515960257,0.025534818,--,--,--,1.897100098,0.029414117,-13.63366301,0.032379393,13.765019,--,--
Kepler-908,F9.5V,2016A&A...594A..39F,Gaia DR3 2076194101502797952,295.3225449,0.012232957,39.3764612,0.012962142,3.358272785,0.014357,294.2322,295.9301,292.2079,8.161154244,0.016412275,-8.024904979,0.0173223,11.445678,-24.731222,0.54969805
Kepler-951,,,Gaia DR3 2099524776162690944,287.73758,0.013792533,38.11465102,0.014070547,2.567985077,0.016268492,376.6165,379.8039,365.6764,2.9478144,0.01710991,15.6993087,0.017576613,15.973662,-39.6869,4.799884
Kepler-970,K5V,2016A&A...594A..39F,Gaia DR3 2101379205604338688,289.6252187,0.014696428,40.70873538,0.01751017,3.015305016,0.01862958,--,--,--,-2.738502491,0.019622456,1.652388239,0.02401164,3.1984031,-19.802673,8.550066
Kepler-99,,,Gaia DR3 2076871091425583232,297.3539996,0.01221454,41.30004474,0.012889631,4.801422449,0.014390312,206.8017,207.7062,205.0458,1.504092916,0.015291407,-3.331551078,0.015745385,3.6553423,-25.35692,1.0799705
LHS 1678,M2.0,2007AJ....133.2825R,Gaia DR3 4864160624337973248,68.17902996,0.012088367,-39.79100878,0.014859892,50.33991045,0.015072701,--,--,--,239.3676668,0.015924256,-967.5973375,0.021609362,996.7655,10.944953,0.27765357
LTT 1445,M3.5+M3.0,2004AJ....128..463R,,,,,,,,,,,,,,,,,
LTT 3780,M4.0,2005A&A...442..211S,Gaia DR3 3767281845873242112,154.6448549,0.024577282,-11.71783537,0.0249448,45.39719521,0.030080639,--,--,--,-341.5372661,0.032077752,-247.7472525,0.031967204,421.93176,0.27133998,0.3398253
MASCARA-4,A3V,1975MSS...C01....0H,Gaia DR3 5245968236116294016,147.5800687,0.01569624,-66.11392739,0.015702013,5.94365328,0.01701874,170.4334,171.0378,169.8361,5.910215036,0.018929671,-15.04423492,0.018963706,16.163528,-5.708165,0.24430887
MXB 1658-298,,,,,,,,,,,,,,,,,,,
NGTS-14,K1V,2021A&A...646A.183S,Gaia DR3 6585082036193769088,328.516205,0.08239494,-38.37737531,0.06865076,3.095393659,0.11634685,--,--,--,-23.00843642,0.099554196,6.398229624,0.08466804,23.881489,--,--
NGTS-3,G6V+K1V,2018MNRAS.478.4720G,Gaia DR3 2885350546895266432,94.44475797,0.013305701,-35.7063628,0.013820834,1.3419561,0.015135569,671.4542,678.1017,664.7236,-8.781624618,0.017052287,8.868590781,0.016863972,12.480739,11.755969,5.342752
NN Ser,DAO1+M4,2010MNRAS.402.2591P,Gaia DR3 1191504471436192512,238.2336972,0.04971694,12.91207888,0.055686798,1.94381727,0.06621879,--,--,--,-30.170081,0.055037346,-59.0840509,0.057259027,66.34123,--,--
NSVS 14256825,sdOB+dM,2012MNRAS.423..478A,Gaia DR3 4245906369913936000,305.0019471,0.026100717,4.632371626,0.016422765,1.328667028,0.03556041,--,--,--,8.025926353,0.03704447,1.257403283,0.02860897,8.123826,--,--
NY Vir,sdB1VIIHe1,2013A&A...551A..31D,Gaia DR3 3637481302758519040,204.7005839,0.03461738,-2.030388933,0.021765416,1.68005209,0.0376323,--,--,--,-6.145372844,0.054036275,-12.05441802,0.025296845,13.530506,--,--
OGLE-2007-BLG-349L,,,,,,,,,,,,,,,,,,,
OGLE-2008-BLG-092L,,,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0341L,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0613L,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1700L,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0304L,,,,,,,,,,,,,,,,,,,
PH1,,,,,,,,,,,,,,,,,,,
PSR B1620-26,,,,,,,,,,,,,,,,,,,
Pr0211,,,,,,,,,,,,,,,,,,,
Proxima Cen,M5.5Ve,1991AJ....101..662B,Gaia DR3 5853498713190525696,217.3923215,0.023999203,-62.67607512,0.03443618,768.0665392,0.049872905,1.3011,1.3013,1.3006,-3781.741008,0.031386077,769.4650146,0.050524533,3859.228,-21.942726,0.21612652
Qatar-6,,,,,,,,,,,,,,,,,,,
ROXs 12,M0.0e,2015MNRAS.448.2737R,Gaia DR3 6048935358761628288,246.6167982,0.015548205,-25.44669848,0.008176772,7.217040161,0.017220037,136.1674,137.1452,135.6415,-6.857771605,0.019738626,-24.8148346,0.01287277,25.745,-8.000769,5.3621006
ROXs 42,,,Gaia DR3 6047587769820678656,247.815575,0.27805433,-24.56736414,0.180737,5.904127889,0.3012197,--,--,--,-5.564536042,0.4204099,-21.86330265,0.2907996,22.56032,--,--
RR Cae,DA7.8,2011ApJ...743..138G,Gaia DR3 4788741548375134336,65.27338195,0.017390685,-48.65433425,0.019609934,47.20000836,0.019982621,--,--,--,30.03001127,0.023139162,-533.8860769,0.027772788,534.73,--,--
Ross 458,M0V,1986AJ.....92..139S,Gaia DR3 3737308025029348608,195.1911254,0.10148341,12.37559493,0.06847816,86.90096932,0.11696227,--,--,--,-628.7153077,0.18417579,-33.47184831,0.13255909,629.60565,-12.325825,0.32329184
SR 12,,,,,,,,,,,,,,,,,,,
TIC 172900988,,,Gaia DR3 709709093301608448,128.6616633,0.012919444,31.55397618,0.009992142,4.060785193,0.01494442,243.9051,246.6213,241.7466,-6.532926074,0.014489267,-22.88681184,0.011491984,23.800951,--,--
TOI-1201,M2.0,2021A&A...656A.124K,Gaia DR3 5157183324996790272,42.2477235,0.014603987,-14.53727701,0.018667703,26.5706487,0.022377174,--,--,--,164.0693828,0.025482086,46.54921633,0.027329212,170.54498,32.37245,0.33681476
TOI-1259,,,,,,,,,,,,,,,,,,,
TOI-1333,,,Gaia DR3 1978027916667478656,325.0145342,0.010629979,48.40676589,0.01060008,5.100418756,0.013035728,195.1769,195.7034,194.6856,-9.734214066,0.013037395,-10.66636686,0.013051439,14.44044,-15.369247,0.20409018
TOI-1338,,,Gaia DR3 5494443978353833088,92.13309229,0.009631864,-59.54098042,0.009938445,2.475220737,0.009870817,398.6512,400.1675,397.1239,-12.05726089,0.013822188,34.51294092,0.013479166,36.558456,23.561165,5.3371463
TOI-1634,,,Gaia DR3 223158499179138432,56.39062375,0.014294015,37.11228223,0.010567369,28.51228321,0.0183894,35.2218,35.3149,35.1916,81.34823829,0.020346021,13.54838814,0.015096281,82.46875,-17.592255,0.32411665
TOI-3714,,,,,,,,,,,,,,,,,,,
TOI-421,G9V,2020AJ....160..114C,Gaia DR3 2984582227215748864,81.85327727,0.00793026,-14.27673333,0.00803499,13.33371145,0.011669718,74.7663,74.8459,74.6811,-35.74267224,0.010905042,50.38733489,0.010785732,61.7772,79.40613,0.16491108
TOI-451,,,Gaia DR3 4844691297067063424,62.96638305,0.008086537,-37.93972822,0.009804345,8.099278404,0.010753243,123.3592,123.5403,123.1822,-11.06077329,0.00973164,12.34655128,0.013950076,16.57643,19.784569,0.3739142
TOI-942,K2.2V,2021A&A...645A..71C,Gaia DR3 2974906868489280768,76.64961954,0.009730104,-20.2456131,0.010173937,6.602858608,0.015041716,149.5262,150.1889,148.4729,15.43534939,0.010944147,-3.956337331,0.012387272,15.934322,23.413946,0.63528156
TrES-1,,,,,,,,,,,,,,,,,,,
TrES-2,,,,,,,,,,,,,,,,,,,
TrES-4,,,,,,,,,,,,,,,,,,,
UZ For,M4.5,,Gaia DR3 5084805635638179584,53.86947096,0.025129944,-25.73938583,0.040630735,4.178527967,0.057460453,--,--,--,17.86681226,0.029577043,-1.26469839,0.047688946,17.911516,--,--
VHS J125601.92-125723.9,M7.0,2015ApJ...804...96G,Gaia DR3 3526198184723289472,194.0076479,0.4249745,-12.95693559,0.3346647,47.27331949,0.47309375,--,--,--,-272.4615398,0.5744399,-190.2387371,0.5007774,332.30417,--,--
WASP-1,F7V,2011A&A...529A.136E,Gaia DR3 2862548428079638912,5.166952816,0.016481962,31.98997269,0.012185558,2.610845276,0.021756463,363.9395,368.9784,348.1748,-4.692148155,0.02239132,-3.32014137,0.020139277,5.748008,-13.901666,0.588725
WASP-100,F2,2014MNRAS.440.1982H,Gaia DR3 4675352109659600000,68.95981944,0.012033742,-64.02703905,0.013671186,2.807859483,0.012893304,346.1421,351.8853,337.8027,10.89646161,0.015064312,-0.41979738,0.0186934,10.904545,--,--
WASP-104,G8,2014A&A...570A..64S,Gaia DR3 3868603216762016256,160.6023644,0.016909832,7.435076732,0.018259875,5.364122899,0.018559784,184.7389,185.5724,183.646,-32.37650675,0.021095637,-0.932426694,0.023740755,32.38993,29.19487,0.7983305
WASP-11,K3V,2011A&A...529A.136E,Gaia DR3 123376685084303360,47.36894789,0.054153815,30.67337557,0.042707372,7.69967884,0.057928033,125.7239,129.5703,116.31,3.333767197,0.0683668,-44.43342847,0.05339591,44.558315,5.2108884,0.28396755
WASP-114,,,Gaia DR3 2726339892542980864,327.6656945,0.012462095,10.46293728,0.009969761,1.962037197,0.014856018,501.7495,505.7686,497.8554,-5.809984199,0.014396945,-8.685228931,0.012520413,10.44936,-2.2890794,0.84120744
WASP-12,G0V,2013MNRAS.428..182B,Gaia DR3 3435282862461427072,97.63664477,0.015257985,29.67226537,0.013152447,2.42129338,0.016602512,425.2205,473.8125,409.0724,-1.518639699,0.01918892,-6.760588776,0.015015844,6.9290566,20.620773,1.4446695
WASP-123,G5,2016PASP..128f4401T,Gaia DR3 6756148659453907200,289.4792097,0.017802857,-32.8601289,0.017225917,5.008790629,0.020317754,198.1825,199.0931,197.2992,-16.682968,0.021365171,-31.9698266,0.019218743,36.060936,17.75338,0.8122689
WASP-127,G5,2017A&A...599A...3L,Gaia DR3 3778075717162985600,160.5587673,0.015283565,-3.834996451,0.013819492,6.224068869,0.017496513,159.0436,159.8277,156.4265,19.13268695,0.019605422,17.05750707,0.017620321,25.632368,-8.967747,0.15694292
WASP-129,G1,2016A&A...591A..55M,Gaia DR3 5380888758195682944,176.299054,0.011039993,-42.06395767,0.009336965,3.173541535,0.015945626,310.469,311.9213,308.9374,11.63042776,0.011924597,-1.459454593,0.011509555,11.721641,22.812706,0.4147842
WASP-139,,,Gaia DR3 4851398799032507776,49.56217015,0.007579113,-41.30202008,0.008608482,4.698437591,0.00984125,211.2515,211.9677,210.2654,-15.99594627,0.009324146,24.35296795,0.011385059,29.13653,-13.361155,0.49286583
WASP-14,F5V,2011A&A...529A.136E,Gaia DR3 1242084170974175232,218.2766292,0.010499153,21.89468655,0.013055308,6.22046124,0.017173957,160.6873,161.1161,160.2227,29.42762891,0.01470701,-6.864295708,0.01817892,30.21761,-5.2097735,0.2724547
WASP-140,,,Gaia DR3 5094154336332482304,60.385536,0.012382258,-20.45099623,0.013096502,8.563197241,0.018886453,115.6118,116.1572,114.4646,-18.54800502,0.016309688,20.32165159,0.017667374,27.513597,1.9719152,0.38553903
WASP-145,K2V,2019MNRAS.482.1379H,Gaia DR3 6458529931463278976,322.2535393,0.018389719,-58.83471639,0.016817626,10.92750435,0.028823879,91.8234,92.3204,91.3464,106.2533353,0.020218845,8.31239229,0.026500376,106.57799,3.8109238,0.88873214
WASP-160,K0V,2019MNRAS.482..301L,Gaia DR3 2910755484609597312,87.67956527,0.008185147,-27.62332661,0.009989389,3.447585473,0.01202254,289.0366,290.4014,287.8269,27.02892018,0.010291376,-34.80191291,0.013511152,44.06513,-6.2565703,0.9447916
WASP-168,F9V,2019MNRAS.482.1379H,Gaia DR3 5555500000779464448,96.74464282,0.009114895,-46.82136062,0.008788872,3.337120552,0.009446365,296.3867,297.2959,295.5402,0.143665358,0.01306212,20.55549264,0.010967889,20.555994,49.269737,0.61829054
WASP-173,,,,,,,,,,,,,,,,,,,
WASP-18,F6IV/V,1978MSS...C02....0H,Gaia DR3 4955371367334610048,24.35446693,0.008036719,-45.67779085,0.009089046,8.144292282,0.011555529,122.4908,122.6473,122.3042,25.40444927,0.009563869,20.47932581,0.011337891,32.631104,3.4686716,0.34195697
WASP-180,,,,,,,,,,,,,,,,,,,
WASP-2,K1.5,2013MNRAS.428..182B,Gaia DR3 1748596020745038208,307.7255595,0.024519896,6.429323729,0.016491598,6.577667738,0.026991561,146.3791,147.5113,142.3766,5.631050245,0.033308603,-48.4914933,0.026608523,48.81735,-27.702095,0.4623903
WASP-20,,,Gaia DR3 2359978293137038720,5.160569252,0.77531636,-23.93578851,0.4526226,3.469879952,0.7095347,--,--,--,1.351546424,0.73834074,-14.73919723,0.5535269,14.801034,1.2559601,0.85034984
WASP-24,F8-9,2011A&A...529A.136E,Gaia DR3 1153682508388170112,227.2154952,0.017102245,2.343284795,0.017424298,3.033025074,0.020760538,325.2487,329.2887,322.979,-16.74113958,0.020410398,-8.556390477,0.022494186,18.800999,-17.456457,0.57570344
WASP-26,G0,2011A&A...529A.136E,Gaia DR3 2416782701664155008,4.603046332,0.019211259,-15.26740782,0.015815731,3.957408236,0.024708994,247.9026,249.6976,245.86,27.41598687,0.021760399,-24.52398582,0.021044359,36.783993,9.065874,0.40885735
WASP-3,F7V,2007MNRAS.378.1576P,Gaia DR3 2095108312831835648,278.6317402,0.009296005,35.66142806,0.011369334,4.333845085,0.011981826,229.8011,230.4609,229.2229,-5.790525245,0.012401425,-21.92946596,0.014579406,22.681086,-4.9901576,0.3185258
WASP-33,kA5hA8mF4,1999A&AS..137..451G,Gaia DR3 328636019723252096,36.71273728,0.028007256,37.55044282,0.025532143,8.22383978,0.032659534,121.851,123.3485,121.182,-0.977364083,0.034777407,-8.894781294,0.033895217,8.948317,-2.7032616,0.33139333
WASP-36,G2,2012AJ....143...81S,Gaia DR3 5750936092375254016,131.5803891,0.009496675,-8.026986602,0.006358348,2.649347434,0.012940225,363.4092,365.6382,361.2062,-4.039925217,0.01331738,-8.501520315,0.010948687,9.41259,-12.446138,0.969012
WASP-45,,,Gaia DR3 2308834780352875904,5.237765772,0.014142692,-35.99847158,0.01190612,4.651975578,0.022600828,216.0437,219.0556,214.8613,52.83114059,0.014885541,-46.93997397,0.021056168,70.67171,4.713166,0.32594347
WASP-49,,,Gaia DR3 2991284369063612928,91.08972727,0.009641039,-16.96539267,0.012419269,5.131515402,0.015781043,193.4291,194.0235,192.8158,54.67121266,0.012729785,-19.05500164,0.01431527,57.89676,41.805832,0.3819376
WASP-54,F8,,Gaia DR3 3661983850663908608,205.4542441,0.017955275,-0.128174627,0.012570318,3.985923143,0.019994255,247.0598,249.115,243.6316,-10.81033436,0.021431535,-24.74430499,0.01633825,27.002666,-2.7097933,0.21974954
WASP-55,G1,,Gaia DR3 3603529272750802560,203.7581969,0.016043691,-17.50349655,0.012729061,3.419421566,0.020420363,287.7856,289.4596,286.0631,12.03722496,0.023178553,-3.747368885,0.01465018,12.607044,-3.3125107,0.8668771
WASP-56,G6,2013A&A...551A..73F,Gaia DR3 4001613814138156416,183.3660346,0.013581474,23.05568747,0.010768663,3.047146686,0.016178714,323.5938,325.3495,321.8863,-36.69491992,0.015784563,2.954370639,0.013835035,36.81366,5.971451,0.7987087
WASP-58,G2V,2013A&A...549A.134H,Gaia DR3 2115245554756763392,274.7012599,0.009783411,45.17222589,0.010841627,3.396309378,0.011228994,287.7541,288.9692,286.1509,32.65803772,0.013069397,47.05708967,0.015850993,57.27929,-28.415554,0.70623845
WASP-64,,,Gaia DR3 5583523425437258240,101.1149192,0.007779216,-32.8583879,0.009224975,2.772145518,0.010240092,356.2763,357.515,354.9656,-19.26509432,0.010575743,-1.072136072,0.012288503,19.294905,34.4045,1.2326814
WASP-68,G2/3(IV),1988MSS...C04....0H,Gaia DR3 6860535606196306304,305.0957223,0.012843387,-19.314728,0.00906395,4.347325882,0.01437024,--,--,--,-11.02445908,0.015861727,-6.321631296,0.011172551,12.708333,28.45201,0.2350121
WASP-70,G4+K3,2014MNRAS.445.1114A,,,,,,,,,,,,,,,,,
WASP-75,,,Gaia DR3 2605161444735454464,342.385906,0.015947264,-10.67546649,0.015865304,3.338719965,0.020248938,292.8913,294.59,291.0095,45.89236032,0.021634774,15.42816541,0.020515293,48.41629,3.0176556,0.41906917
WASP-76,F7,2016A&A...585A.126W,Gaia DR3 2512326349403275520,26.63294256,0.068566404,2.700383494,0.058521826,5.289922465,0.08260456,185.3462,190.9829,181.1616,45.53083787,0.08768097,-40.59290888,0.079925984,60.9987,-0.7857302,0.24754383
WASP-77,,,,,,,,,,,,,,,,,,,
WASP-8,G6,,Gaia DR3 2312679845530628096,359.9008923,0.012183767,-35.03133383,0.012703507,11.10520263,0.017534066,89.9491,90.7484,89.732,109.7521718,0.012661799,7.615443567,0.013553472,110.01606,-1.3833259,0.2571255
WASP-85,G0,,,,,,,,,,,,,,,,,,
WASP-87,,,Gaia DR3 6077185317188247936,185.3246818,0.009337536,-52.84081572,0.011001814,3.323134995,0.0194443,297.3744,298.9696,295.764,-1.376861363,0.013076988,3.975701785,0.014145069,4.207369,-14.777634,0.31673542
WASP-94,F8,2014A&A...572A..49N,Gaia DR3 6780546169634170496,313.7832438,0.018313386,-34.13575751,0.012859827,4.749812595,0.024207314,206.1713,207.3799,204.8247,26.50022815,0.020957971,-44.97082251,0.018196598,52.198055,-8.361371,0.19016075
WASP-98,G7,2014MNRAS.440.1982H,Gaia DR3 4859136199796131200,58.42901702,0.007895239,-34.32827333,0.010008889,3.571727587,0.011918267,275.3148,285.6876,273.076,33.66120068,0.010755438,-12.39500242,0.013356413,35.870777,-36.75165,1.4756408
WD 1856+534,DC,1994BAAS...26..901D,Gaia DR3 2146576589564898688,284.4157312,0.05522275,53.5090171,0.051071003,40.39310935,0.050550234,--,--,--,240.7492369,0.071992084,-52.47014066,0.06262324,246.40071,--,--
XO-2,G9V,2010JDSO....6...30B,Gaia DR3 934346809278715776,117.0267626,0.011859772,50.22512582,0.010620024,6.658820486,0.015762223,149.131,149.5307,148.7545,-29.55226834,0.014722639,-154.2272381,0.011452951,157.03305,47.45101,0.43835604
alf Tau,K5+III,1989ApJS...71..245K,,,,,,,,,,,,,,,,,
b Cen,B3V,,Gaia DR3 6105713692544123520,220.4897928,0.24998334,-37.79363634,0.35713705,10.03393563,0.3142749,--,--,--,-29.82755785,0.36863744,-31.91358214,0.51816857,43.68249,--,--
bet Cnc,K4IIIBa0.5:,1989ApJS...71..245K,Gaia DR3 3098404220680931968,124.1286318,0.23067737,9.185323936,0.13935798,10.1025929,0.3141416,--,--,--,-45.67916059,0.30769357,-49.50480605,0.19159457,67.359566,--,--
eps Ind,K5V,2006A&A...460..695T,Gaia DR3 6412595290592307840,330.8724079,0.0686946,-56.79725466,0.065466,274.8431415,0.09561499,3.6481,3.6698,3.6389,3966.660539,0.08557088,-2536.191987,0.09221277,4708.149,-40.4267,0.12858154
gam 1 Leo,,,,,,,,,,,,,,,,,,,
gam Cep,K1III-IVCN1,1989ApJS...71..245K,Gaia DR3 2281778105594488192,354.8357808,0.124728195,77.63312481,0.12490085,72.5166921,0.14698927,--,--,--,-64.86017762,0.14331752,171.1586025,0.14084655,183.03581,--,--
ome Ser,K0IV,1999MSS...C05....0H,Gaia DR3 4423234230853333632,237.5732464,0.05837475,2.196297366,0.05077994,13.10255222,0.0695269,74.572,74.9421,74.2467,30.26354504,0.070954904,-47.59289913,0.058252864,56.400055,-3.849087,0.12262874
omi UMa,G5III:,1989ApJS...71..245K,Gaia DR3 1041808368494264576,127.5649113,0.08630966,60.71768972,0.08861628,17.9334531,0.14564699,59.3034,59.4377,59.1709,-133.6435613,0.09097721,-107.6644507,0.112253256,171.61653,--,--
psi 1 Dra,,,,,,,,,,,,,,,,,,,
tau Boo,F7IV-V,2001AJ....121.2148G,Gaia DR3 1244571953471006720,206.813391,0.068929896,17.45717364,0.06427766,64.04697623,0.10931693,15.6162,15.6554,15.5681,-468.9225601,0.09482802,63.46858141,0.07354936,473.1983,-16.750475,0.1532612
ups And,F9V,2009ApJS..180..117A,Gaia DR3 348020482735930112,24.19832122,0.18556432,41.40376176,0.11893508,74.19396781,0.2082973,13.5205,13.7321,13.4624,-171.8918408,0.27009702,-381.8151589,0.13014849,418.7238,-28.74587,0.12611356
